state_code,latitude,longitude,zip_code,city,name,labels,founded_at,closed_at,first_funding_at,last_funding_at,age_first_funding_year,age_last_funding_year,age_first_milestone_year,age_last_milestone_year,relationships,funding_rounds,funding_total_usd,milestones,category_code,has_VC,has_angel,has_roundA,has_roundB,has_roundC,has_roundD,avg_participants,is_top500,status,lat,lng,population,density,county_name,dist_highway,dist2_large_airport,dist2_medium_airport,dist_to_shore,number_of_business,adjusted_gross_income,total_income_amount,number_of_returns
TX,30.435079,-97.770139,78729,Austin,SemiSouth Laboratories,0,7/1/2000,6/1/2013,6/14/2005,10/22/2010,4.9562,10.3151,,,0,4,39000000,0,semiconductor,1,0,1,0,0,0,3.0,0,closed,30.45738,-97.75516,30907,1216.1,Williamson,2.2852218215552,30.2448793654647,63.6394974725935,263.975852987677,452.0,1149295,1159830.0,15840
CA,37.795191,-122.430411,94115,San Francisco,NuConomy,1,1/1/2006,,4/1/2007,2/1/2008,1.2466,2.0849,2.4986,5.3233,4,2,3300000,3,advertising,0,1,1,0,0,0,2.0,1,acquired,37.78608,-122.43742,34193,11617.6,San Francisco,1.9531592741467,19.3731177052689,53.510533692921,4.35067115696286,1181.0,5571860,5621058.0,18130
CA,37.779281,-122.419236,94110,San Francisco,Flowtown,1,2/1/2009,,8/25/2010,8/25/2010,1.5616,1.5616,1.2438,1.7726,6,1,750000,3,analytics,0,1,0,0,0,0,9.0,1,acquired,37.74975,-122.41528,70859,11447.9,San Francisco,1.04329263631705,14.9646449265051,49.1746058134241,8.12207303167522,1928.0,6066250,6124958.0,35360
GA,33.776834,-84.3895875,30308,Atlanta,GlobalCrypto,0,6/1/2006,7/6/2012,11/11/2008,11/11/2008,2.4493,2.4493,,,0,2,1000000,0,software,1,1,0,0,0,0,2.0,0,closed,33.77094,-84.37773,22802,5510.6,Fulton,0.940570855872771,15.6371708396509,13.3101542002949,379.674555256459,917.0,1334601,1350445.0,11020
NY,40.730646,-73.986614,10154,New York,Bioenvision,0,1/1/1996,8/13/2009,4/30/2007,4/30/2007,11.3342,11.3342,,,3,1,7410000,0,biotech,1,0,0,0,0,0,3.0,1,closed,40.76,-73.97,33303,28998.9,New York,0.617686544477029,8.42266917318641,12.6008595265776,18.796793257093,6378.0,9034134,9118685.0,19840
CA,37.404788,-121.940842,95134,San Jose,Teranetics,1,1/1/2000,,11/21/2006,5/27/2010,6.8932,10.4082,,,5,3,52800000,0,semiconductor,1,0,0,0,1,0,5.3333,1,acquired,37.43003,-121.94528,31172,1113.6,Santa Clara,1.22585347257406,7.64761320936702,9.2896699547666,43.2203103920605,626.0,2421545,2428010.0,14580
CA,33.97279,-118.427578,90094,Playa Vista,WebVisible,0,1/1/2001,10/1/2011,9/1/2005,2/11/2010,4.6685,9.1178,9.7534,12.8027,33,3,37000000,4,software,0,0,1,1,1,0,1.3333,1,closed,33.97523,-118.41837,11426,6174.4,Los Angeles,2.32737013987968,3.7629458604917,5.42194273736659,3.89446056487925,103.0,1018386,1032642.0,5040
CA,37.7983181,-122.4000032,94111,San Francisco,GoodGuide,1,12/1/2007,,1/19/2009,8/26/2011,1.137,3.737,2.463,3.2164,14,3,14229998,3,web,0,0,1,1,0,0,3.0,1,acquired,37.79847,-122.3998,4707,5447.6,San Francisco,1.57317409229453,17.9078779413642,52.5608691120803,7.33660700148972,2524.0,1697975,1713693.0,2700
CA,37.320309,-122.05004,95014,Cupertino,ViVu,1,1/1/2009,,9/21/2009,6/9/2011,0.7205,2.4356,0.7671,2.7918,7,2,3000000,2,messaging,0,0,1,1,0,0,2.5,1,acquired,37.30827,-122.07981,62185,965.8,Santa Clara,2.95285696549286,14.6161107966278,12.295377481348,30.1840498074709,1653.0,8095008,8145254.0,27030
NY,40.730646,-73.986614,10013,New York,avVenta,1,1/1/2005,,1/14/2009,1/14/2009,4.0384,4.0384,6.0027,6.0027,10,1,20000000,1,advertising,0,0,1,0,0,0,1.0,0,acquired,40.72,-74.0,29563,20967.9,New York,0.62813807526136,12.4753879717533,15.3455354717859,13.5662539824237,5379.0,8867125,8938567.0,13940
DC,38.897976,-77.028561,20005,Washington,Layer 7 Technologies,1,1/1/2003,,10/26/2006,2/2/2009,3.8192,6.0932,9.0055,9.7726,3,2,19900000,2,software,1,0,0,1,0,0,2.0,1,acquired,38.90443,-77.0316,13444,11974.2,District of Columbia,1.39881325136698,5.84271645804546,24.7234495749292,35.5539704234719,2228.0,962721,974400.0,6990
CA,37.781689,-122.391061,94107,San Francisco,DeliveryEdge,0,9/1/2006,4/1/2009,12/1/2007,12/1/2007,1.2493,1.2493,2.589,2.589,6,1,1500000,1,ecommerce,0,0,0,0,0,0,1.0,0,closed,37.76473,-122.39508,28607,5951.9,San Francisco,0.149817505671583,16.0503826883757,49.321312459411,8.89826715961436,2343.0,4168994,4205247.0,17710
CA,37.779281,-122.419236,94105,San Francisco,Solmentum,0,7/1/2009,11/9/2011,7/1/2009,7/1/2009,0.0,0.0,1.2521,1.2521,4,1,325000,1,cleantech,0,1,0,0,0,0,4.0,0,closed,37.79239,-122.39707,13810,10568.6,San Francisco,0.918061861188229,17.3804278330319,51.8737416628567,7.7275391744511,2216.0,3105528,3124831.0,8230
CA,37.787249,-122.3990501,94105,San Francisco,Pipewise,0,9/1/2010,10/1/2012,2/17/2011,2/17/2011,0.463,0.463,1.2795,1.8192,16,1,3500000,2,enterprise,0,0,1,0,0,0,5.0,1,closed,37.79239,-122.39707,13810,10568.6,San Francisco,0.918061861188229,17.3804278330319,51.8737416628567,7.7275391744511,2216.0,3105528,3124831.0,8230
WA,47.602873,-122.336132,98104,Seattle,GridNetworks,0,1/1/2004,8/17/2012,1/1/2006,5/20/2008,2.0027,4.3863,1.5836,4.1918,7,4,30000000,2,network_hosting,0,1,1,1,0,0,2.0,1,closed,47.60044,-122.33004,14469,5909.6,King,0.402531100923592,16.8811407664905,8.11025776936027,0.740873437820683,2177.0,943978,952490.0,7540
NY,40.745003,-73.98322900000002,10016,New York,"ORCA, Inc.",1,1/1/2008,,6/21/2009,6/21/2009,1.4712,1.4712,1.0027,1.4712,5,1,2000000,2,ecommerce,0,0,1,0,0,0,3.0,1,acquired,40.75,-73.98,56758,39859.9,New York,0.716743572875626,9.53771151653131,13.0441421854635,17.4168673351042,5940.0,6092642,6158874.0,29210
CA,37.52845,-122.263721,94065,Redwood City,Amobee,1,5/1/2005,,11/1/2006,3/1/2011,1.5041,5.8356,6.1699,8.3534,25,6,72000000,2,advertising,1,0,1,1,1,1,2.3333,1,acquired,37.53504,-122.24683,11772,1981.7,San Mateo,2.28415488683833,14.6539158551765,21.9014003795428,20.0799375285223,418.0,2448193,2464116.0,5960
CA,34.045919,-118.16525,91754,Monterey Park,KOTURA,1,1/1/2004,,9/7/2005,11/5/2009,1.6849,5.8493,8.4219,8.4219,4,3,27690547,1,cleantech,0,0,0,1,1,1,4.5,1,acquired,34.051,-118.14451,33931,2898.7,Los Angeles,1.862764578109,27.1215183711188,22.6201588153057,31.290940592761,1325.0,1186406,1201923.0,18780
TX,33.068275,-96.711101,75023,Plano,Auvitek International,0,3/1/2004,2/20/2011,5/9/2006,5/9/2006,2.189,2.189,,,32,1,9000000,0,semiconductor,0,0,0,1,0,0,4.0,1,closed,33.05657,-96.73286,48586,2039.3,Collin,3.27281375103658,33.5529426356195,25.800847012568,408.729468181971,910.0,1830447,1849228.0,23340
CA,37.287285,-121.942932,94041,Mountain View,Outright,1,6/1/2008,,11/1/2008,11/18/2009,0.4192,1.4658,3.1315,4.137,12,2,7500000,3,enterprise,0,0,1,0,0,0,3.5,1,acquired,37.38822,-122.07529,14862,3606.6,Santa Clara,0.601898936973674,13.224283204011,3.87323460309029,30.4878544260464,471.0,2154685,2166343.0,7630
TX,30.271393,-97.748623,78701,Austin,Phurnace Software,1,1/1/2007,,9/11/2007,7/1/2008,0.6932,1.4986,3.4164,3.4164,9,2,10000000,1,software,0,0,1,0,0,0,2.0,1,acquired,30.27022,-97.74248,9560,2447.3,Travis,0.860506040555606,11.1838705570427,43.5505252278458,246.224538234603,2672.0,3024275,3049237.0,6540
CA,34.142973,-118.140553,91105,Pasadena,FastSoft,1,1/1/2006,,6/11/2007,9/4/2012,1.4411,6.6795,2.0,2.0,7,4,5965000,1,software,1,0,1,0,0,0,1.0,0,acquired,34.14045,-118.16716,12888,1186.0,Los Angeles,0.439478404378187,31.2554748657487,18.5357798971005,34.3898722587572,1155.0,1939084,1971980.0,6890
CA,37.465645,-121.932202,94538,Fremont,GrandCentral,1,4/1/2006,,1/1/2006,1/1/2006,-0.2466,-0.2466,-0.4082,7.4548,9,1,4000000,4,mobile,0,0,1,0,0,0,1.0,0,acquired,37.50653,-121.96361,66474,1552.0,Alameda,0.17440834045266,16.3064803449949,12.5665401454981,44.1967072362226,2574.0,3719473,3741492.0,31610
MI,42.548008,-83.214753,48025,Bingham Farms,Speedshape,0,1/1/2003,8/1/2013,2/20/2008,2/20/2008,5.1397,5.1397,7.0055,7.0055,2,1,5000000,1,advertising,1,0,0,0,0,0,1.0,0,closed,42.52032,-83.26744,14886,714.8,Oakland,3.60995764512516,34.9600522077039,20.4149231064997,32.3833130606284,762.0,1890714,1915910.0,7710
CA,37.32052,-121.948399,95128,San Jose,BlueLithium,1,1/1/2004,,2/1/2005,2/1/2005,1.0877,1.0877,5.0959,7.3863,15,1,11500000,2,advertising,0,0,1,0,0,0,2.0,1,acquired,37.31579,-121.93647,35367,3473.9,Santa Clara,0.175508164071234,5.22836366980501,14.9438169445331,39.3676420537213,1183.0,2047770,2064495.0,16740
IL,41.875555,-87.624421,60657,Chicago,Media Chaperone,0,1/1/2009,6/1/2013,1/14/2010,2/24/2011,1.0356,2.1479,1.5808,1.5808,2,2,1050000,1,web,1,0,0,0,0,0,1.0,0,closed,41.93965,-87.65495,72113,12804.2,Cook,2.70565814244955,18.8953284938241,28.1337773607395,1.67744496976952,1847.0,5484148,5556743.0,38600
NY,40.7566658,-73.9827553,10036,New York,Giant Realm,1,1/1/2007,,3/1/2008,5/8/2008,1.1644,1.3507,1.3507,3.3315,13,2,5500000,2,web,0,0,1,0,0,0,2.0,1,acquired,40.75976,-73.99064,30437,26276.4,New York,0.507491286299963,10.1282321646861,11.6525735235494,18.2963115427149,6176.0,3734206,3760386.0,18730
PA,39.951311,-75.169522,10011,Philadelphia,Invite Media,1,2/1/2007,,12/1/2007,12/1/2009,0.8301,2.8329,1.0877,3.337,17,3,5000000,4,advertising,0,1,1,0,0,0,1.6667,1,acquired,40.74173,-74.00037,51867,30925.5,New York,0.744294413671294,11.4616640809413,13.0800222207951,16.053203143223,3891.0,9019099,9122665.0,27570
CA,37.406914,-122.09037,94043,Mountain View,UpMo,0,1/1/2011,7/1/2013,12/13/2009,8/17/2011,-1.0521,0.6247,-1.3589,1.663,11,2,3700000,3,enterprise,1,0,0,0,0,0,3.0,0,closed,37.41188,-122.06892,33052,1508.8,Santa Clara,0.360648460339702,13.5134938759243,1.82046417828481,31.5180333226296,1183.0,3328885,3345934.0,15630
CA,37.392443,-122.072517,94110,San Francisco,Meraki,1,4/1/2006,,12/1/2006,7/10/2012,0.6685,6.2795,2.7945,7.4493,16,5,80000000,3,network_hosting,0,1,1,1,1,1,2.25,1,acquired,37.74975,-122.41528,70859,11447.9,San Francisco,1.04329263631705,14.9646449265051,49.1746058134241,8.12207303167522,1928.0,6066250,6124958.0,35360
TX,30.280148,-97.749908,78701,Austin,MPOWER Mobile,0,1/1/2005,6/8/2012,10/28/2009,10/28/2009,4.8247,4.8247,0.2466,0.2466,1,1,5000000,1,mobile,1,0,0,0,0,0,1.0,1,closed,30.27022,-97.74248,9560,2447.3,Travis,0.860506040555606,11.1838705570427,43.5505252278458,246.224538234603,2672.0,3024275,3049237.0,6540
WA,47.638456,-122.356965,98109,Seattle,Haute Secure,1,1/1/2006,,1/1/2007,3/9/2009,1.0,3.1863,2.4301,7.6247,5,2,2100000,3,security,0,1,1,0,0,0,1.5,1,acquired,47.63128,-122.34486,29376,5862.7,King,1.33196366042316,20.4082294729955,11.7117477472126,1.88474879667176,1595.0,3397795,3419124.0,19950
MD,39.116333,-77.18130699999998,20814,Bethesda,Intelliworks,1,12/1/2004,,2/14/2005,4/24/2009,0.2055,4.3973,3.4164,3.4164,6,4,22250000,1,enterprise,0,0,1,1,1,1,2.5,1,acquired,39.0,-77.1,29685,2570.4,Montgomery,1.45374514295111,17.3063244858776,30.9099029245743,43.7185442394996,2375.0,3668249,3728989.0,15800
OR,45.520247,-122.674195,97209,Portland,Meridian,1,3/1/2011,,9/14/2011,8/30/2012,0.5397,1.5014,-14.1699,2.2082,6,2,1975000,2,enterprise,1,1,0,0,0,0,3.0,0,acquired,45.53093,-122.68429,19632,7358.7,Multnomah,0.207682815448383,9.29496737992125,20.7222004232404,103.154701469854,1512.0,1191595,1207944.0,12290
NY,40.723652,-73.985281,10016,New York,Kluster,1,1/1/2008,,1/1/2008,1/1/2008,0.0,0.0,3.5918,4.3260000000000005,0,1,1000000,2,web,0,1,0,0,0,0,1.0,1,acquired,40.75,-73.98,56758,39859.9,New York,0.716743572875626,9.53771151653131,13.0441421854635,17.4168673351042,5940.0,6092642,6158874.0,29210
PA,40.602206,-75.47127900000002,18106,Allentown,International Battery,0,1/1/2008,3/1/2013,5/6/2010,5/6/2010,2.3452,2.3452,,,0,1,35000000,0,cleantech,0,0,0,0,1,0,1.0,0,closed,40.57472,-75.59542,6621,321.3,Lehigh,1.26089423717999,83.7398632578333,15.471898817926,113.096380724658,576.0,367268,370799.0,3730
NY,37.480999,-122.173887,10016,New York,Jingle Networks,1,9/1/2005,,10/1/2005,12/28/2009,0.0822,4.3260000000000005,3.663,5.6110000000000015,12,7,88651133,5,mobile,1,1,1,1,1,1,3.1667,1,acquired,40.75,-73.98,56758,39859.9,New York,0.716743572875626,9.53771151653131,13.0441421854635,17.4168673351042,5940.0,6092642,6158874.0,29210
CA,34.054935,-118.244476,90017,Los Angeles,ItsGoinOn,0,5/1/2010,11/1/2011,1/1/2011,1/1/2011,0.6712,0.6712,0.0,0.7562,3,1,100000,2,games_video,0,1,0,0,0,0,1.0,0,closed,34.05306,-118.26447,28433,15527.8,Los Angeles,0.349770881759383,18.0610368027318,15.8771547229611,21.1857634789868,1815.0,738789,752804.0,11290
CO,39.750152,-104.99643799999998,80202,Denver,mSnap,1,6/1/2005,,6/1/2006,6/1/2006,1.0,1.0,3.811,4.9178,6,1,5000000,3,mobile,0,0,1,0,0,0,1.0,1,acquired,39.75156,-104.99768,16952,5660.6,Denver,1.17202371208509,30.3183287064847,20.2361486038483,1304.62934718666,2969.0,1983186,2005440.0,11850
GA,34.062588,-84.16923,30097,Duluth,Biofisica,0,1/1/2000,4/26/2012,10/31/2006,4/21/2008,6.8356,8.3096,,,5,2,7300000,0,biotech,1,0,1,0,0,0,3.0,1,closed,34.0271,-84.14702,45646,749.2,Fulton,7.3592863712522,50.581805938249,22.0939797810662,373.262444800618,1854.0,3947708,3989246.0,23440
CA,37.406914,-122.09037,94043,Mountain View,Ardian,1,1/1/2003,,1/1/2005,3/23/2009,2.0027,6.2274,4.0027,10.7616,8,3,64080000,2,biotech,0,0,1,1,1,0,4.0,1,acquired,37.41188,-122.06892,33052,1508.8,Santa Clara,0.360648460339702,13.5134938759243,1.82046417828481,31.5180333226296,1183.0,3328885,3345934.0,15630
CA,37.791388,-122.392148,94105,San Francisco,Canopy Financial,0,1/1/2004,8/27/2009,1/1/2008,10/1/2009,4.0027,5.7534,5.9233,6.0,6,4,89500000,2,finance,0,0,0,1,1,0,1.0,1,closed,37.79239,-122.39707,13810,10568.6,San Francisco,0.918061861188229,17.3804278330319,51.8737416628567,7.7275391744511,2216.0,3105528,3124831.0,8230
CA,37.788482,-122.409173,94102,San Francisco,Kyte,1,12/1/2006,,7/1/2007,3/1/2012,0.5808,5.2521,3.0877,4.1699,11,4,23350000,2,games_video,0,1,1,1,0,0,3.0,1,acquired,37.77956,-122.41931,33856,19760.9,San Francisco,0.963113768440191,18.274182958032,51.9394277435418,6.19346416210251,1701.0,1735927,1748242.0,14750
CA,37.534538,-122.252466,94065,Redwood City,PacketHop,0,1/1/2002,1/4/2013,8/8/2005,8/8/2005,3.6027,3.6027,3.0027,3.0027,2,1,10000000,1,public_relations,0,0,0,0,1,0,4.0,1,closed,37.53504,-122.24683,11772,1981.7,San Mateo,2.28415488683833,14.6539158551765,21.9014003795428,20.0799375285223,418.0,2448193,2464116.0,5960
UT,40.767013,-111.890431,84124,Salt Lake City,Inaura,0,1/1/2007,7/19/2012,1/6/2005,1/6/2005,-1.9863,-1.9863,,,3,1,8500000,0,other,1,0,0,0,0,0,1.0,0,closed,40.67113,-111.80705,23552,1178.7,Salt Lake,0.148801060663239,19.3442971493699,16.7057162755619,971.417490569178,686.0,1366865,1383121.0,10570
TX,30.161661,-95.471256,77380,The Woodlands,DynaPump,0,1/1/1992,11/12/2011,5/29/2008,5/29/2008,16.4192,16.4192,,,0,1,6000000,0,cleantech,0,0,0,1,0,0,3.0,0,closed,30.1365,-95.46863,29095,903.8,Montgomery,2.2216557715119,20.8798586751438,24.498607217301,69.2847119279888,1962.0,2107931,2125999.0,13940
CA,37.424298,-122.139809,94306,Palo Alto,Immunet Corporation,1,7/1/2008,,11/1/2009,11/1/2009,1.337,1.337,1.3479,1.3479,3,1,2000000,1,software,0,0,1,0,0,0,2.0,1,acquired,37.41627,-122.13088,28394,2683.4,Santa Clara,2.9968361732801,18.796997109282,7.23096842609695,26.0241157902973,1001.0,5242866,5282096.0,13110
TX,30.280148,-97.749908,78701,Austin,CopperEgg Corporation,1,6/1/2010,,7/12/2011,5/8/2012,1.1123,1.937,0.0,1.1123,3,2,4100000,2,enterprise,0,0,1,0,0,0,1.5,1,acquired,30.27022,-97.74248,9560,2447.3,Travis,0.860506040555606,11.1838705570427,43.5505252278458,246.224538234603,2672.0,3024275,3049237.0,6540
CA,37.40047,-122.072981,94041,Mountain View,Wink,1,8/19/2004,,1/1/2005,1/1/2005,0.3699,0.3699,1.9507,8.3178,5,1,6200000,4,search,0,0,1,0,0,0,2.0,1,acquired,37.38822,-122.07529,14862,3606.6,Santa Clara,0.601898936973674,13.224283204011,3.87323460309029,30.4878544260464,471.0,2154685,2166343.0,7630
CA,37.767575,-122.411157,94103,San Francisco,PopularMedia,1,1/1/2003,,2/1/2007,7/28/2008,4.0877,5.5753,4.0027,4.0027,8,2,12250000,1,advertising,0,0,0,1,1,0,2.5,1,acquired,37.77299,-122.41136,32430,9113.8,San Francisco,0.405962658461041,17.4192512249868,50.9319987531928,7.13893261996298,2769.0,2422746,2436413.0,16870
CA,37.779281,-122.419236,94105,San Francisco,Miyowa,1,4/14/2003,,9/4/2006,5/8/2008,3.3945,5.0712,5.7233,8.7342,3,2,11725600,2,mobile,0,0,1,1,0,0,2.0,1,acquired,37.79239,-122.39707,13810,10568.6,San Francisco,0.918061861188229,17.3804278330319,51.8737416628567,7.7275391744511,2216.0,3105528,3124831.0,8230
WA,47.603832,-122.330062,98103,Seattle,Dashwire,1,8/11/2006,,1/31/2009,12/28/2010,2.4767,4.3836,3.3945,4.9863,10,3,5056559,2,mobile,1,0,1,0,0,0,1.6667,1,acquired,47.6732,-122.34258,52210,4397.0,King,1.60285958387494,25.0233811147844,16.2112704784609,4.90674710459548,1856.0,4346589,4386249.0,29710
CA,37.780883,-122.395257,94107,San Francisco,Reddit,1,1/1/2005,,6/1/2005,6/1/2005,0.4137,0.4137,6.8329,8.874,9,1,100000,3,web,0,1,0,0,0,0,1.0,1,acquired,37.76473,-122.39508,28607,5951.9,San Francisco,0.149817505671583,16.0503826883757,49.321312459411,8.89826715961436,2343.0,4168994,4205247.0,17710
CA,37.779281,-122.419236,94108,San Francisco,Pure Digital Technologies,1,9/1/2001,,1/1/2004,8/18/2008,2.3342,6.9671,4.0027,8.3014,11,3,68200000,3,hardware,1,1,0,0,0,0,4.0,1,acquired,37.79189,-122.40854,11963,17904.6,San Francisco,1.58717186318614,18.2602847276297,52.4330727937391,6.70190069287443,1748.0,670090,678496.0,6190
CA,37.789429,-122.276524,94501,Alameda,Voxify,1,1/1/2001,,2/1/2005,4/21/2010,4.0877,9.3068,6.0027,6.0027,5,3,33000000,1,enterprise,1,0,0,1,0,1,3.6667,1,acquired,37.77525,-122.27493,63588,3079.2,Alameda,2.25244068458493,7.64675629289676,44.6212815462583,19.2185353798514,1375.0,3786744,3834583.0,31810
NC,35.986906,-78.896718,27701,Durham,EvoApp,0,1/1/2009,1/1/2013,10/15/2010,4/20/2012,1.7863,3.3014,2.0822,2.3288,8,3,3352194,2,analytics,0,1,1,0,0,0,9.5,0,closed,35.99858,-78.89872,23876,1756.1,Durham,1.05557027416835,16.769752098141,73.0129266243426,223.27872500838,894.0,800386,814521.0,10810
NY,40.750519,-73.993494,10001,New York,Visual Revenue,1,3/1/2010,,7/28/2011,1/26/2012,1.4082,1.9068,-0.1616,1.8384,5,2,2212000,2,analytics,0,1,1,0,0,0,3.0,1,acquired,40.75,-74.0,26966,16690.1,New York,0.263454617191128,11.1479894176789,12.2509024151323,17.0123167774835,7263.0,2799134,2830868.0,15590
CA,37.484347,-122.225803,94063,Redwood City,Calibra Medical,1,1/1/2004,,11/24/2009,4/15/2011,5.9014,7.2904,,,1,4,19800000,0,biotech,1,0,0,0,0,1,5.0,1,acquired,37.49367,-122.20823,35163,2088.0,San Mateo,0.642410976348845,20.2565046371103,16.4905269472707,22.4331293065576,1532.0,1649265,1661029.0,16670
CA,37.566009,-122.321646,94401,San Mateo,Offermatic,0,2/1/2010,6/1/2013,12/1/2010,3/9/2011,0.8301,1.0986,1.1014,1.1616,6,2,4500000,2,web,0,1,1,0,0,0,3.0,1,closed,37.57445,-122.31942,35095,4356.1,San Mateo,0.0991003326621446,6.96540868896745,29.6508914993284,16.2022217918661,1050.0,2024733,2042964.0,17130
FL,26.106273,-80.41894,33327,Weston,DateMyFamily.com,0,11/11/2011,1/1/2013,12/1/2011,12/1/2011,0.0548,0.0548,0.0685,0.4,4,1,100000,2,social,0,1,0,0,0,0,1.0,0,closed,26.24429,-80.39267,23593,61.7,Broward,9.93172307625198,30.6282209087225,22.7502558126351,31.5993095434932,538.0,1445564,1462099.0,9410
CA,37.4027811,-122.1441615,94304,Palo Alto,Hyperic,1,1/1/2004,,5/10/2006,6/5/2007,2.3562,3.4274,3.0027,5.3425,4,2,9900000,2,software,0,0,1,1,0,0,2.0,1,acquired,37.39744,-122.16699,4295,345.0,Santa Clara,0.646453426311663,21.368964148832,10.6258857063249,22.2298974433571,419.0,1964836,1970445.0,1840
CA,37.779281,-122.419236,94104,San Francisco,Optimal,1,1/1/2008,,1/1/2008,1/22/2013,0.0,5.063,5.0055,5.7945,10,3,7600000,2,advertising,0,0,1,1,0,0,5.0,1,acquired,37.79144,-122.40211,504,2509.2,San Francisco,1.12794409660088,17.7295358687467,52.0527926468934,7.29425790255827,2082.0,2984034,2990505.0001,970
CA,34.430786,-119.715074,93101,Santa Barbara,SendMeHome.com,0,7/1/2008,6/4/2012,7/1/2008,7/1/2008,0.0,0.0,0.737,0.737,2,1,50000,1,games_video,0,1,0,0,0,0,2.0,0,closed,34.41925,-119.70808,31439,3790.5,Santa Barbara,0.218496436831484,60.8522525158162,12.1244854826538,2.06423503164962,1990.0,1279045,1301163.0,15940
CA,37.448944,-122.161415,94301,Palo Alto,Q-magic,0,2/1/2007,11/29/2011,1/1/2007,1/1/2007,-0.0849,-0.0849,,,3,1,650000,0,public_relations,0,1,0,0,0,0,1.0,0,closed,37.44424,-122.14992,17243,2808.8,Santa Clara,2.01061271192656,21.514158634938,9.44422369103014,25.3979311854593,1305.0,15224673,15277982.0,8100
CA,34.005914000000004,-118.488129,90034,Los Angeles,Geodelic Systems,0,1/1/2008,1/1/2011,12/1/2008,9/23/2010,0.9178,2.7288,2.4164,2.7288,8,3,10500000,3,mobile,1,0,1,1,0,0,2.0,1,closed,34.03059,-118.39936,53321,6638.6,Los Angeles,0.135852448289338,9.82736674589724,5.03491279784933,8.90771382019998,1110.0,2647756,2687642.0,30330
CA,34.019657,-118.487549,90401,Santa Monica,BlockBeacon,1,1/1/2012,,6/21/2012,6/21/2012,0.4712,0.4712,0.0,0.9178,12,1,500000,2,web,0,1,0,0,0,0,1.0,0,acquired,34.01584,-118.49251,7482,3828.7,Los Angeles,0.417153749686507,11.2795958782848,3.82624831061588,0.927551094814487,1786.0,1258278,1270128.0,4650
CA,37.390501,-122.081151,94041,Mountain View,PostPath,1,1/1/2003,,12/7/2004,1/16/2007,1.9342,4.0438,2.0027,10.189,2,2,24300000,3,web,0,0,0,1,1,0,2.5,1,acquired,37.38822,-122.07529,14862,3606.6,Santa Clara,0.601898936973674,13.224283204011,3.87323460309029,30.4878544260464,471.0,2154685,2166343.0,7630
CA,37.386778,-121.966277,95054,Santa Clara,Attune Systems,0,1/1/1999,2/12/2009,6/27/2006,11/14/2006,7.4904,7.874,7.0055,7.0055,6,2,18000000,1,hardware,1,0,0,1,0,0,4.0,1,closed,37.39308,-121.96483,24404,1466.9,Santa Clara,1.17487193433141,4.63865782552587,7.86333135459679,40.7771236485153,1840.0,2470347,2479560.0,12410
CA,37.779507,-122.39071,94107,San Francisco,TokBox,1,5/1/2007,,12/26/2007,11/15/2010,0.6548,3.5452,3.8438,6.5589,27,3,26000000,5,messaging,0,0,1,1,1,0,3.6667,1,acquired,37.76473,-122.39508,28607,5951.9,San Francisco,0.149817505671583,16.0503826883757,49.321312459411,8.89826715961436,2343.0,4168994,4205247.0,17710
CA,37.391642,-122.09393500000002,94040,Mountain View,Avega Systems,0,1/1/2005,1/1/2012,4/1/2007,1/13/2010,2.2466,5.0356,,,2,2,9500000,0,hardware,1,0,0,1,0,0,3.0,1,closed,37.38034,-122.08531,35800,3776.6,Santa Clara,1.13779583816128,13.9389247641581,5.1085313885752,29.4626558634617,996.0,4257354,4286198.0,16890
CA,37.419819,-122.09018799999998,94043,Mountain View,PeerMe,0,1/1/2004,2/3/2009,1/1/2005,1/1/2005,1.0027,1.0027,1.1644,3.5699,2,1,5000000,2,games_video,0,0,1,0,0,0,3.0,0,closed,37.41188,-122.06892,33052,1508.8,Santa Clara,0.360648460339702,13.5134938759243,1.82046417828481,31.5180333226296,1183.0,3328885,3345934.0,15630
WA,47.657943,-117.421226,99202,SPOKANE,Pacinian,0,4/1/2007,1/1/2012,12/1/2008,12/1/2008,1.6712,1.6712,,,3,1,350000,0,hardware,1,0,0,0,0,0,1.0,0,closed,47.65709,-117.37854,20526,1332.9,Spokane,0.350633755587074,370.830487360443,5.11929644288452,375.584888615413,1127.0,408172,412767.0,8120
WA,39.78373,-100.445882,98104,Seattle,Kiha Software,0,1/1/2008,8/1/2011,10/28/2010,10/28/2010,2.8247,2.8247,0.0,2.8219,1,1,20000000,2,software,0,0,1,0,0,0,1.0,0,closed,47.60044,-122.33004,14469,5909.6,King,0.402531100923592,16.8811407664905,8.11025776936027,0.740873437820683,2177.0,943978,952490.0,7540
MD,39.414219,-77.410927,21703,Frederick,Cerona Networks,0,1/1/2002,1/18/2012,4/21/2006,4/21/2006,4.3041,4.3041,,,0,1,2600000,0,public_relations,0,0,1,0,0,0,1.0,0,closed,39.37,-77.47,39438,475.4,Frederick,0.948561911665313,47.3292734154962,43.6681027623473,86.2481266177863,723.0,1507322,1522057.0,21900
CA,37.54827,-121.988572,94538,Fremont,Oorja Protonics,0,1/1/2004,10/16/2012,5/25/2006,1/11/2010,2.3973,6.0329,,,1,4,21470000,0,cleantech,0,0,1,1,0,0,3.5,1,closed,37.50653,-121.96361,66474,1552.0,Alameda,0.17440834045266,16.3064803449949,12.5665401454981,44.1967072362226,2574.0,3719473,3741492.0,31610
